Competitor Name,Competition,Round,Place,Single,Average,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5
Aidan Grainger,Wiltshire March 2024,First round,11,7.54,9.40,14.72,7.54,9.53,7.70,10.97
Aidan Grainger,Wiltshire February 2024,Final,13,8.21,10.24,10.22,12.99,8.21,11.57,8.94
Aidan Grainger,Wiltshire February 2024,Second round,6,8.15,9.41,8.15,8.66,9.53,10.04,10.14
Aidan Grainger,Wiltshire February 2024,First round,11,8.55,9.82,8.55,12.44,9.56,9.98,9.93
Aidan Grainger,Bristol Winter 2024,Final,6,7.05,8.99,9.61,7.51,9.84,11.25,7.05
Aidan Grainger,Bristol Winter 2024,Second round,8,7.49,9.57,10.03,9.81,7.49,9.24,9.65
Aidan Grainger,Bristol Winter 2024,First round,8,8.70,9.92,8.90,10.39,10.48,12.44,8.70
Aidan Grainger,Stevenage January 2024,Final,7,7.89,9.04,8.60,9.74,12.62,7.89,8.78
Aidan Grainger,Stevenage January 2024,Semi Final,8,7.41,8.79,9.38,8.51,7.41,11.64,8.49
Aidan Grainger,Stevenage January 2024,Second round,7,6.28,9.02,10.59,8.93,6.28,9.69,8.43
Aidan Grainger,Stevenage January 2024,First round,10,8.60,9.36,8.95,8.60,9.42,9.72,9.99
Aidan Grainger,Wiltshire December 2023,Final,4,7.15,8.98,7.15,8.91,9.28,8.75,9.54
Aidan Grainger,Wiltshire December 2023,Second round,2,6.74,8.18,7.45,9.03,6.74,11.89,8.05
Aidan Grainger,Wiltshire December 2023,First round,28,9.87,12.18,9.87,14.62,10.59,12.11,13.84
Aidan Grainger,Weston-super-Mare Autumn 2023,Final,6,8.04,9.11,8.99,8.30,10.04,8.04,12.78
Aidan Grainger,Weston-super-Mare Autumn 2023,Second round,9,7.48,9.74,7.48,10.62,10.46,9.95,8.80
Aidan Grainger,Weston-super-Mare Autumn 2023,First round,5,8.05,8.93,8.05,10.87,9.04,9.65,8.10
Aidan Grainger,Wakefield Autumn 2023,Final,8,8.45,9.00,10.34,9.64,8.90,8.45,8.45
Aidan Grainger,Wakefield Autumn 2023,Semi Final,10,5.69,8.78,10.10,5.69,8.96,8.68,8.69
Aidan Grainger,Wakefield Autumn 2023,Second round,15,8.64,9.38,9.19,9.43,8.64,10.10,9.52
Aidan Grainger,Wakefield Autumn 2023,First round,11,8.76,9.82,11.18,10.08,10.27,8.76,9.10
Aidan Grainger,Wiltshire Autumn 2023,Final,15,9.64,10.14,9.77,12.27,9.74,9.64,10.92
Aidan Grainger,Wiltshire Autumn 2023,Semi Final,5,8.22,8.76,12.32,9.17,8.25,8.87,8.22
Aidan Grainger,Wiltshire Autumn 2023,Second round,17,9.18,9.81,9.47,9.54,9.18,10.42,13.79
Aidan Grainger,Wiltshire Autumn 2023,First round,12,8.38,9.44,10.36,9.61,8.38,9.27,9.44
Aidan Grainger,Harrow Autumn 2023,Final,4,7.32,8.39,10.31,8.29,8.13,8.75,7.32
Aidan Grainger,Harrow Autumn 2023,Second round,5,8.68,9.25,8.98,9.62,8.68,9.77,9.14
Aidan Grainger,Harrow Autumn 2023,First round,8,9.47,9.82,9.80,9.98,9.73,9.47,9.93
Aidan Grainger,North Wales Summer 2023,Final,2,6.61,8.90,8.97,11.48,6.61,9.11,8.62
Aidan Grainger,North Wales Summer 2023,Second round,6,8.53,9.02,8.96,9.37,8.73,10.74,8.53
Aidan Grainger,North Wales Summer 2023,First round,7,9.41,10.25,11.09,9.64,10.02,9.41,11.33
Aidan Grainger,Bristol Summer 2023,Final,6,9.25,10.34,9.63,9.25,11.38,10.00,13.61
Aidan Grainger,Bristol Summer 2023,Second round,2,8.24,8.93,10.80,8.81,8.31,9.66,8.24
Aidan Grainger,Bristol Summer 2023,First round,3,8.44,9.57,9.12,9.87,8.44,9.73,15.05
Aidan Grainger,Wiltshire Summer 2023,Final,3,7.71,8.88,9.60,8.77,7.71,8.26,11.26
Aidan Grainger,Wiltshire Summer 2023,Semi Final,8,7.80,9.85,10.02,7.80,12.03,8.81,10.72
Aidan Grainger,Wiltshire Summer 2023,Second round,7,7.74,9.43,9.27,9.35,10.17,7.74,9.67
Aidan Grainger,Wiltshire Summer 2023,First round,10,9.65,10.16,9.83,9.82,11.00,10.84,9.65
Aidan Grainger,Exeter Summer 2023,Final,6,8.37,9.74,12.13,9.31,10.93,8.97,8.37
Aidan Grainger,Exeter Summer 2023,Second round,6,9.65,10.89,12.49,9.79,10.53,9.65,12.36
Aidan Grainger,Exeter Summer 2023,First round,5,8.40,9.84,8.94,8.40,11.06,9.53,11.80
